visitor_id,visitor_email,visitor_gender,questionId,questionText,answerId,answerText,answerTypeId
67b44fef197e604dd2722d3d,daniela.p+150_YhiF@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323c,Formation of tourist products,Answer
67b44fef197e604dd2722d3d,daniela.p+150_YhiF@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b44fef197e604dd2722d3d,daniela.p+150_YhiF@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
67b44fef197e604dd2722d3d,daniela.p+150_YhiF@bss.com.mk,F,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
67b45018197e604dd2722d3e,tanja+182_jiPa@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73101,To promote products and services,Answer
67b45018197e604dd2722d3e,tanja+182_jiPa@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b45018197e604dd2722d3e,tanja+182_jiPa@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
67b5f1392d21f543a10965f1,aleksandar.dimkov+mitt10_V0iB@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b5f1392d21f543a10965f1,aleksandar.dimkov+mitt10_V0iB@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
67b5f1392d21f543a10965f1,aleksandar.dimkov+mitt10_V0iB@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
67b5f1392d21f543a10965f1,aleksandar.dimkov+mitt10_V0iB@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
67b5f1392d21f543a10965f1,aleksandar.dimkov+mitt10_V0iB@bss.com.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
67b5e0f7774d9e718c7541db,3990147_SeNs@gmail.com,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b5e0f7774d9e718c7541db,3990147_SeNs@gmail.com,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
67b5e0f7774d9e718c7541db,3990147_SeNs@gmail.com,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
67b45356197e604dd2722d43,tanja+182_Ahsx@bss.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73101,To promote products and services,Answer
67b45356197e604dd2722d43,tanja+182_Ahsx@bss.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73293,IT solutions for travel industry,Answer
67b45356197e604dd2722d43,tanja+182_Ahsx@bss.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336e,Sole responsibility,Answer
67b45356197e604dd2722d43,tanja+182_Ahsx@bss.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73374,1 - 5 million rubles,Answer
67b47874197e604dd2722d6f,daniela.p+201_Fwae@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73101,To promote products and services,Answer
67b47874197e604dd2722d6f,daniela.p+201_Fwae@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
67b47874197e604dd2722d6f,daniela.p+201_Fwae@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
67b47874197e604dd2722d6f,daniela.p+201_Fwae@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336e,Sole responsibility,Answer
67b47874197e604dd2722d6f,daniela.p+201_Fwae@bss.com.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
67b708f32d21f543a10965fa,tanja+202_99oJ@bss.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b708f32d21f543a10965fa,tanja+202_99oJ@bss.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323c,Formation of tourist products,Answer
67b708f32d21f543a10965fa,tanja+202_99oJ@bss.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73292,Accommodation Provider,Answer
67b708f32d21f543a10965fa,tanja+202_99oJ@bss.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
67b708f32d21f543a10965fa,tanja+202_99oJ@bss.mk,F,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73374,1 - 5 million rubles,Answer
67b46946197e604dd2722d5d,emilija+3_CmwU@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
67b46946197e604dd2722d5d,emilija+3_CmwU@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b46946197e604dd2722d5d,emilija+3_CmwU@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
67b46049197e604dd2722d4a,tatjana+182_N1PC@bss.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73101,To promote products and services,Answer
67b46049197e604dd2722d4a,tatjana+182_N1PC@bss.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b46049197e604dd2722d4a,tatjana+182_N1PC@bss.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
67b46590197e604dd2722d5a,emilija+2_02Wi@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b46590197e604dd2722d5a,emilija+2_02Wi@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b46590197e604dd2722d5a,emilija+2_02Wi@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
67b47714197e604dd2722d69,daniela.p+200_IzcX@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
67b47714197e604dd2722d69,daniela.p+200_IzcX@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323d,Guided tour services,Answer
67b47714197e604dd2722d69,daniela.p+200_IzcX@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b47714197e604dd2722d69,daniela.p+200_IzcX@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
67b47738197e604dd2722d6b,emilija+100_zbmO@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b47738197e604dd2722d6b,emilija+100_zbmO@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73244,Media,Answer
67b47738197e604dd2722d6b,emilija+100_zbmO@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b47738197e604dd2722d6b,emilija+100_zbmO@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
67b484a9197e604dd2722d72,aleksandar.dimkov+mb1_Xc8j@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
67b484a9197e604dd2722d72,aleksandar.dimkov+mb1_Xc8j@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73228,Sales,Answer
67b484a9197e604dd2722d72,aleksandar.dimkov+mb1_Xc8j@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73294,Event management,Answer
67b484a9197e604dd2722d72,aleksandar.dimkov+mb1_Xc8j@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
67b70e142d21f543a1096609,daniela.p+203_NfBj@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73102,Educational purposes ,Answer
67b70e142d21f543a1096609,daniela.p+203_NfBj@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
67b70e142d21f543a1096609,daniela.p+203_NfBj@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
67b70e142d21f543a1096609,daniela.p+203_NfBj@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
67b709442d21f543a10965fe,emilija+101_jj3C@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
67b709442d21f543a10965fe,emilija+101_jj3C@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73228,Sales,Answer
67b709442d21f543a10965fe,emilija+101_jj3C@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b709442d21f543a10965fe,emilija+101_jj3C@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
67b70c7a2d21f543a1096605,daniela.p+202_Rw2b@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b70c7a2d21f543a1096605,daniela.p+202_Rw2b@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73229,Marketing,Answer
67b70c7a2d21f543a1096605,daniela.p+202_Rw2b@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b70c7a2d21f543a1096605,daniela.p+202_Rw2b@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
67b70c7a2d21f543a1096605,daniela.p+202_Rw2b@bss.com.mk,F,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
67b45942197e604dd2722d45,daniela.p+151_o4q3@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73103,Personal interest,Answer
67b461e3197e604dd2722d4e,emilija_x3WF@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73103,Personal interest,Answer
67b46415197e604dd2722d55,emilija+01_I7vH@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67b46415197e604dd2722d55,emilija+01_I7vH@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67b46415197e604dd2722d55,emilija+01_I7vH@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
67b5e25c774d9e718c7541de,sergey.usenko_ucwx@ite.group,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73103,Personal interest,Answer
67bcb979966b8de398095c90,tanja+242_B3fl@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
67bcb979966b8de398095c90,tanja+242_B3fl@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73228,Sales,Answer
67bcb979966b8de398095c90,tanja+242_B3fl@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
67bcb979966b8de398095c90,tanja+242_B3fl@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
67bcb979966b8de398095c90,tanja+242_B3fl@bss.com.mk,F,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73374,1 - 5 million rubles,Answer
8lgk75oddjwupbeoh3j4r1rx,sergey.usenko_ucwx_ar23@ite.group,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73103,Personal interest,Answer
fs2j657x3gpu9hs8v3vuvgz0,emilija+100_L8gA_Ur8T@bss.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
fs2j657x3gpu9hs8v3vuvgz0,emilija+100_L8gA_Ur8T@bss.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73244,Media,Answer
fs2j657x3gpu9hs8v3vuvgz0,emilija+100_L8gA_Ur8T@bss.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
fs2j657x3gpu9hs8v3vuvgz0,emilija+100_L8gA_Ur8T@bss.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
vf4ns9sm2nfsdesl31l9rgc5,emilija_x3WF_SgHa@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73103,Personal interest,Answer
xodwfemcnbuqzq632xnlrxt6,aleksandar.dimkov+mb1_Xc8j_kuh8@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
xodwfemcnbuqzq632xnlrxt6,aleksandar.dimkov+mb1_Xc8j_kuh8@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73228,Sales,Answer
xodwfemcnbuqzq632xnlrxt6,aleksandar.dimkov+mb1_Xc8j_kuh8@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73294,Event management,Answer
xodwfemcnbuqzq632xnlrxt6,aleksandar.dimkov+mb1_Xc8j_kuh8@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
fi1h2gygfcwed97ls0e0c31v,tanja+182_jiPa_jNR0@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73101,To promote products and services,Answer
fi1h2gygfcwed97ls0e0c31v,tanja+182_jiPa_jNR0@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
fi1h2gygfcwed97ls0e0c31v,tanja+182_jiPa_jNR0@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
xy1nr3sp1vp7r17vtxyg683k,daniela.p+202_Rw2b_0LXC@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
xy1nr3sp1vp7r17vtxyg683k,daniela.p+202_Rw2b_0LXC@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73229,Marketing,Answer
xy1nr3sp1vp7r17vtxyg683k,daniela.p+202_Rw2b_0LXC@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
xy1nr3sp1vp7r17vtxyg683k,daniela.p+202_Rw2b_0LXC@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
xy1nr3sp1vp7r17vtxyg683k,daniela.p+202_Rw2b_0LXC@bss.com.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
3p80z1iocd67z0qvg8ju1cc0,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
3p80z1iocd67z0qvg8ju1cc0,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
3p80z1iocd67z0qvg8ju1cc0,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
3p80z1iocd67z0qvg8ju1cc0,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
3p80z1iocd67z0qvg8ju1cc0,aleksandar.dimkov+mitt10_V0iB_2bw2@bss.com.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
szwocc75sg060he43kny1pzv,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
szwocc75sg060he43kny1pzv,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
szwocc75sg060he43kny1pzv,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
szwocc75sg060he43kny1pzv,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
szwocc75sg060he43kny1pzv,aleksandar.dimkov+mitt10_V0iB_UmV3@bss.com.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
kyxbogwp6p8ixqs8ds25v2w6,daniela.p+203_NfBj_TkuP@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73102,Educational purposes ,Answer
kyxbogwp6p8ixqs8ds25v2w6,daniela.p+203_NfBj_TkuP@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
kyxbogwp6p8ixqs8ds25v2w6,daniela.p+203_NfBj_TkuP@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
kyxbogwp6p8ixqs8ds25v2w6,daniela.p+203_NfBj_TkuP@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
fnj1fly0ua1tiuvc9pvp5m3r,emilija+2_02Wi_QBD0@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
fnj1fly0ua1tiuvc9pvp5m3r,emilija+2_02Wi_QBD0@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
fnj1fly0ua1tiuvc9pvp5m3r,emilija+2_02Wi_QBD0@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73371,No influence,Answer
5k1w1e9g4pqtjq6kaswik438,daniela.p+200_IzcX_T1OA@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
5k1w1e9g4pqtjq6kaswik438,daniela.p+200_IzcX_T1OA@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323d,Guided tour services,Answer
5k1w1e9g4pqtjq6kaswik438,daniela.p+200_IzcX_T1OA@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
5k1w1e9g4pqtjq6kaswik438,daniela.p+200_IzcX_T1OA@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
jucfn0c2jtisba29n87e4evt,daniela.p+200_IzcX_pGIR@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73100,To obtain general information,Answer
jucfn0c2jtisba29n87e4evt,daniela.p+200_IzcX_pGIR@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323d,Guided tour services,Answer
jucfn0c2jtisba29n87e4evt,daniela.p+200_IzcX_pGIR@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
jucfn0c2jtisba29n87e4evt,daniela.p+200_IzcX_pGIR@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f73370,Advisory role,Answer
nzv2hgwyl8q24ej1kettdg8t,sergey.usenko_ucwx_aQ8I@ite.group,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f73103,Personal interest,Answer
7z4ymlbvgu3ct7w8qjeaycts,daniela.p+202_Rw2b_MtGK@bss.com.mk,F,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
7z4ymlbvgu3ct7w8qjeaycts,daniela.p+202_Rw2b_MtGK@bss.com.mk,F,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f73229,Marketing,Answer
7z4ymlbvgu3ct7w8qjeaycts,daniela.p+202_Rw2b_MtGK@bss.com.mk,F,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73291,Travel Agent,Answer
7z4ymlbvgu3ct7w8qjeaycts,daniela.p+202_Rw2b_MtGK@bss.com.mk,F,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
7z4ymlbvgu3ct7w8qjeaycts,daniela.p+202_Rw2b_MtGK@bss.com.mk,F,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
unfq2oxirwh1d7iqfgqxwdcd,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,M,5c8a78336d41a10da4f730fe,Reason for Attending the Event,5c8a78336d41a10da4f730ff,To source products and services,Answer
unfq2oxirwh1d7iqfgqxwdcd,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,M,5c8a78336d41a10da4f73227,Which of the following best describes your job function?,5c8a78336d41a10da4f7323b,Visa support,Answer
unfq2oxirwh1d7iqfgqxwdcd,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,M,5c8a78336d41a10da4f73253,Please indicate your company's main area of business,5c8a78336d41a10da4f73290,Tour Operator,Answer
unfq2oxirwh1d7iqfgqxwdcd,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,M,5c8a78336d41a10da4f7336d,What role do you play in the purchasing decision making process?,5c8a78336d41a10da4f7336f,Joint responsibility,Answer
unfq2oxirwh1d7iqfgqxwdcd,aleksandar.dimkov+mitt10_V0iB_GLVX@bss.com.mk,M,5c8a78336d41a10da4f73372,What is your company's annual purchasing budget?,5c8a78336d41a10da4f73373,Up to 1 million rubles,Answer
